#T=500
# N icc pluto pluto+ancc
  125   2.23  2.21  2.23 
  250   2.53  2.27  2.33 
  500   0.97  2.20  2.31 
 1000   0.72  2.22  2.34 
 2000   0.72  2.22  2.37 
 4000   0.71  1.43  2.39 

