#T=512
# N icc pluto pluto+ancc
  128  0.27  0.45  0.91 
  256  0.27  0.46  1.01 
  512  0.30  0.46  1.04 
 1024  0.29  0.46  1.06 
 2048  0.29  0.46  1.07 
 4096  0.29  0.46  1.06 


