# problem size Nx=Ny  
#  pluto icc atlas mkl netlib pluto+ancc
32 0.000016998 0.000028 0.00002625 0.00000979 0.0000487 0.0000163
64 0.000116 0.000212 0.0000896 0.000067 0.000358 0.000101
128 0.000848 0.001721 0.0006357 0.0005008 0.0028843 0.000792
256 0.00685 0.0133 0.004829 0.003814 0.022309 0.006363
512 0.0587 0.103 0.03797 0.03106 0.1774 0.049071
1024 0.4666 0.817 0.3059 0.2507 1.7702 0.384551
2048 3.74  6.49 2.3592 1.9783 13.962 2.879322
3500 18.55 26.056 11.7958 9.7274 69.57 15.218336
4096 30.40 52.82 18.814 15.64 111.58 24.749191
